D	ExpD	varD	pvalD	Z	trK	jkFGr	varFGr	error	signal	dataset	gwas	contrasts	L
921779.033110539	9999	1522476488	4.56069555989856e-121	0.000124909383364483	7379581968	1.88399545301321e-11	1.69246568393353e-10	0.111316611668872	0.888683388331128	SDS	q1	UK10K	pruneall
121938.229174337	9999	25729235	3.18720914848263e-108	1.80565108659631e-05	6753144618	1.1805306016215e-11	2.67352562934207e-11	0.441563225975887	0.558436774024113	SDS	q1	Han	pruneall
1293927.34925461	9999	3000317849	8.36419266972282e-122	0.000174404235509531	7419128013	1.8670979847359e-11	2.35050257631914e-10	0.0794339901409409	0.920566009859059	SDS	q2	UK10K	pruneall
694371.158040637	9999	835545363	3.19056971708472e-124	0.000101853855025271	6817328199	1.21367714285194e-11	1.49389418650414e-10	0.0812425106019098	0.91875748939809	SDS	q2	Han	pruneall
2427759.34810713	9999	10563711701	1.16793369462203e-122	0.000318896177363115	7613008623	1.80733505420496e-11	4.18841358962925e-10	0.0431508258563583	0.956849174143642	SDS	q3	UK10K	pruneall
3504070.38022096	9999	21283635455	4.59966174446794e-127	0.000492164903517375	7119707958	1.16349574682161e-11	6.91202068863037e-10	0.0168329320647933	0.983167067935207	SDS	q3	Han	pruneall
2912801.64755629	9999	15206817495	8.02934329509596e-123	0.000379992272152396	7665423381	1.79826233338024e-11	4.9567291203635e-10	0.0362792133625483	0.963720786637452	SDS	q4	UK10K	pruneall
6436061.23253201	9999	71804776449	2.19220259385332e-127	0.000893897402346198	7199999928	1.17584700328982e-11	1.24140002992228e-09	0.00947194276580958	0.99052805723419	SDS	q4	Han	pruneall
133715382.360423	486669	32046157904738	8.99070411806839e-123	0.000359435797101503	372014650290	1.806655565925e-11	4.70213363380248e-10	0.0384220378795149	0.961577962120485	SDS	ALL	UK10K	pruneall
327681477.829221	486669	186130552618129	2.10859716632038e-127	0.000937512447081109	349522269117	1.18291228989434e-11	1.30537675399387e-09	0.00906184583320611	0.990938154166794	SDS	ALL	Han	pruneall
5210179.09450941	408811	48517304491	1.21186264764315e-105	1.7316445705529e-05	300880399079	1.89511497458987e-11	2.3528131134472e-11	0.805467703218154	0.194532296781846	SDS	WBS	UK10K	pruneall
2382147.53946836	408811	9800642819	1.05160501623399e-88	8.66501450069267e-06	274915586036	1.18464339546996e-11	1.28852397716684e-11	0.919380171779732	0.0806198282202677	SDS	WBS	Han	pruneall
